"activty" "subjectId" "variable" "value"
"laying" 26 "meanfrequencyBodygyroscopestandarddev-X" -0.870023551125
"laying" 26 "meanfrequencyBodygyroscopestandarddev-Y" -0.88376038868421
"laying" 26 "meanfrequencyBodygyroscopestandarddev-Z" -0.839659688486842
"laying" 26 "meantimeBodyaccelerationJerkmagnitudemean" -0.813616303289474
"laying" 26 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.810730519598684
"laying" 26 "meantimeBodyaccelerationJerkmean-X" 0.0814224740394737
"laying" 26 "meantimeBodyaccelerationJerkmean-Y" 0.0121608809678289
"laying" 26 "meantimeBodyaccelerationJerkmean-Z" -0.00497434950706579
"laying" 26 "meantimeBodyaccelerationJerkstandarddev-X" -0.818396768901316
"laying" 26 "meantimeBodyaccelerationJerkstandarddev-Y" -0.805625271068421
"laying" 26 "meantimeBodyaccelerationJerkstandarddev-Z" -0.846934171052632
"laying" 26 "meantimeBodyaccelerationmagnitudemean" -0.763300536230263
"laying" 26 "meantimeBodyaccelerationmagnitudestandarddev" -0.791764282506579
"laying" 26 "meantimeBodyaccelerationmean-X" 0.266665086303289
"laying" 26 "meantimeBodyaccelerationmean-Y" -0.0126604564370395
"laying" 26 "meantimeBodyaccelerationmean-Z" -0.103219748046053
"laying" 26 "meantimeBodyaccelerationstandarddev-X" -0.789519438953947
"laying" 26 "meantimeBodyaccelerationstandarddev-Y" -0.759447176072368
"laying" 26 "meantimeBodyaccelerationstandarddev-Z" -0.8142498625
"laying" 26 "meantimeBodygyroscopeJerkmagnitudemean" -0.87854780875
"laying" 26 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.8944923525
"laying" 26 "meantimeBodygyroscopeJerkmean-X" -0.101421019955132
"laying" 26 "meantimeBodygyroscopeJerkmean-Y" -0.0407465479328947
"laying" 26 "meantimeBodygyroscopeJerkmean-Z" -0.0582775581136711
"laying" 26 "meantimeBodygyroscopeJerkstandarddev-X" -0.845707352960526
"laying" 26 "meantimeBodygyroscopeJerkstandarddev-Y" -0.900085505789474
"laying" 26 "meantimeBodygyroscopeJerkstandarddev-Z" -0.860892131447368
"laying" 26 "meantimeBodygyroscopemagnitudemean" -0.817365100914474
"laying" 26 "meantimeBodygyroscopemagnitudestandarddev" -0.852827576842105
"laying" 26 "meantimeBodygyroscopemean-X" -0.0244980085046053
"laying" 26 "meantimeBodygyroscopemean-Y" -0.0812137120125
"laying" 26 "meantimeBodygyroscopemean-Z" 0.0994417664671053
"laying" 26 "meantimeBodygyroscopestandarddev-X" -0.859708431539474
"laying" 26 "meantimeBodygyroscopestandarddev-Y" -0.881999147828947
"laying" 26 "meantimeBodygyroscopestandarddev-Z" -0.819087657368421
"laying" 26 "meantimeGravityaccelerationmagnitudemean" -0.763300536230263
"laying" 26 "meantimeGravityaccelerationmagnitudestandarddev" -0.791764282506579
"laying" 26 "meantimeGravityaccelerationmean-X" 0.528481106315789
"laying" 26 "meantimeGravityaccelerationmean-Y" 0.181035843730263
"laying" 26 "meantimeGravityaccelerationmean-Z" 0.297372368697368
"laying" 26 "meantimeGravityaccelerationstandarddev-X" -0.964082836710526
"laying" 26 "meantimeGravityaccelerationstandarddev-Y" -0.968145476513158
"laying" 26 "meantimeGravityaccelerationstandarddev-Z" -0.9613159325
"sitting" 11 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.654240627881529
"sitting" 11 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.675240275003185
"sitting" 11 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.86416270955414
"sitting" 11 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.878701849840764
"sitting" 11 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.756276579840764
"sitting" 11 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.709659078215287
"sitting" 11 "meanfrequencyBodyaccelerationJerkmean-X" -0.674872244027389
"sitting" 11 "meanfrequencyBodyaccelerationJerkmean-Y" -0.630337497896497
"sitting" 11 "meanfrequencyBodyaccelerationJerkmean-Z" -0.824589228503185
"sitting" 11 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.670286674469745
"sitting" 11 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.607174094924522
"sitting" 11 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.857447076624204
"sitting" 11 "meanfrequencyBodyaccelerationmagnitudemean" -0.609395391584395
"sitting" 11 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.672661671869427
"sitting" 11 "meanfrequencyBodyaccelerationmean-X" -0.617290238473248
"sitting" 11 "meanfrequencyBodyaccelerationmean-Y" -0.528901169711338
"sitting" 11 "meanfrequencyBodyaccelerationmean-Z" -0.748594813630573
"sitting" 11 "meanfrequencyBodyaccelerationstandarddev-X" -0.57690682108535
"sitting" 11 "meanfrequencyBodyaccelerationstandarddev-Y" -0.499770978461465
"sitting" 11 "meanfrequencyBodyaccelerationstandarddev-Z" -0.650036914427707
"sitting" 11 "meanfrequencyBodygyroscopemean-X" -0.708402086047771
"sitting" 11 "meanfrequencyBodygyroscopemean-Y" -0.775534336847134
"sitting" 11 "meanfrequencyBodygyroscopemean-Z" -0.707266984681529
"sitting" 11 "meanfrequencyBodygyroscopestandarddev-X" -0.750362055652866
"sitting" 11 "meanfrequencyBodygyroscopestandarddev-Y" -0.668859800442994
"sitting" 11 "meanfrequencyBodygyroscopestandarddev-Z" -0.754643547101911
"sitting" 11 "meantimeBodyaccelerationJerkmagnitudemean" -0.677924832601911
"sitting" 11 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.662431689321656
"sitting" 11 "meantimeBodyaccelerationJerkmean-X" 0.0830004391649682
"sitting" 11 "meantimeBodyaccelerationJerkmean-Y" 0.00754575472050955
"sitting" 11 "meantimeBodyaccelerationJerkmean-Z" -0.00657436282267516
"sitting" 11 "meantimeBodyaccelerationJerkstandarddev-X" -0.657387159348408
"sitting" 11 "meantimeBodyaccelerationJerkstandarddev-Y" -0.606569926348726
"sitting" 11 "meantimeBodyaccelerationJerkstandarddev-Z" -0.841621374808917
"sitting" 11 "meantimeBodyaccelerationmagnitudemean" -0.540084945283758
"sitting" 11 "meantimeBodyaccelerationmagnitudestandarddev" -0.610737597765605
"sitting" 11 "meantimeBodyaccelerationmean-X" 0.276609068219745
"sitting" 11 "meantimeBodyaccelerationmean-Y" -0.0190957961722611
"sitting" 11 "meantimeBodyaccelerationmean-Z" -0.108973870187898
"sitting" 11 "meantimeBodyaccelerationstandarddev-X" -0.586989828163694
"sitting" 11 "meantimeBodyaccelerationstandarddev-Y" -0.487537966213376
"sitting" 11 "meantimeBodyaccelerationstandarddev-Z" -0.663355760656051
"sitting" 11 "meantimeBodygyroscopeJerkmagnitudemean" -0.825822469617834
"sitting" 11 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.866269129904459
"sitting" 11 "meantimeBodygyroscopeJerkmean-X" -0.080526211410828
"sitting" 11 "meantimeBodygyroscopeJerkmean-Y" -0.0494763417675159
"sitting" 11 "meantimeBodygyroscopeJerkmean-Z" -0.0481072817632166
"sitting" 11 "meantimeBodygyroscopeJerkstandarddev-X" -0.78059608955414
"sitting" 11 "meantimeBodygyroscopeJerkstandarddev-Y" -0.867648350828025
"sitting" 11 "meantimeBodygyroscopeJerkstandarddev-Z" -0.794328936815287
"sitting" 11 "meantimeBodygyroscopemagnitudemean" -0.626413805245223
"sitting" 11 "meantimeBodygyroscopemagnitudestandarddev" -0.69510017755
"sitting" 11 "meantimeBodygyroscopemean-X" -0.0545826997471656
"sitting" 11 "meantimeBodygyroscopemean-Y" -0.057760866393949
"sitting" 11 "meantimeBodygyroscopemean-Z" 0.0873479055083583
"sitting" 11 "meantimeBodygyroscopestandarddev-X" -0.738479109537261
"sitting" 11 "meantimeBodygyroscopestandarddev-Y" -0.70169442656051
"sitting" 11 "meantimeBodygyroscopestandarddev-Z" -0.723530145828025
"sitting" 11 "meantimeGravityaccelerationmagnitudemean" -0.540084945283758
"sitting" 11 "meantimeGravityaccelerationmagnitudestandarddev" -0.610737597765605
"sitting" 11 "meantimeGravityaccelerationmean-X" 0.729207854076433
"sitting" 11 "meantimeGravityaccelerationmean-Y" 0.0541723497267516
"sitting" 11 "meantimeGravityaccelerationmean-Z" 0.139688402656051
"sitting" 11 "meantimeGravityaccelerationstandarddev-X" -0.975345253949045
"sitting" 11 "meantimeGravityaccelerationstandarddev-Y" -0.956991877006369
"sitting" 11 "meantimeGravityaccelerationstandarddev-Z" -0.956705197643312
"sitting" 14 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.596896308848452
"sitting" 14 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.619215144539319
"sitting" 14 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.717590101802972
"sitting" 14 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.760560087962848
"sitting" 14 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.543030528985449
"sitting" 14 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.516930495917399
"sitting" 14 "meanfrequencyBodyaccelerationJerkmean-X" -0.654385009392879
"sitting" 14 "meanfrequencyBodyaccelerationJerkmean-Y" -0.598699531399381
"sitting" 14 "meanfrequencyBodyaccelerationJerkmean-Z" -0.618712162187307
"sitting" 14 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.661460356953251
"sitting" 14 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.60215894382322
"sitting" 14 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.694424996467802
"sitting" 14 "meanfrequencyBodyaccelerationmagnitudemean" -0.490874179820433
"sitting" 14 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.548269930770588
"sitting" 14 "meanfrequencyBodyaccelerationmean-X" -0.619513271851703
"sitting" 14 "meanfrequencyBodyaccelerationmean-Y" -0.455237617000929
"sitting" 14 "meanfrequencyBodyaccelerationmean-Z" -0.440650672343653
"sitting" 14 "meanfrequencyBodyaccelerationstandarddev-X" -0.609406374110062
"sitting" 14 "meanfrequencyBodyaccelerationstandarddev-Y" -0.376829989404644
"sitting" 14 "meanfrequencyBodyaccelerationstandarddev-Z" -0.275013722171486
"sitting" 14 "meanfrequencyBodygyroscopemean-X" -0.699166400749226
"sitting" 14 "meanfrequencyBodygyroscopemean-Y" -0.50463317018839
"sitting" 14 "meanfrequencyBodygyroscopemean-Z" -0.42391821438452
"sitting" 14 "meanfrequencyBodygyroscopestandarddev-X" -0.740052209854489
"sitting" 14 "meanfrequencyBodygyroscopestandarddev-Y" -0.348864187370186
"sitting" 14 "meanfrequencyBodygyroscopestandarddev-Z" -0.407672097170898
"sitting" 14 "meantimeBodyaccelerationJerkmagnitudemean" -0.608973420309907
"sitting" 14 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.605144269857245
"sitting" 14 "meantimeBodyaccelerationJerkmean-X" 0.0741757467665015
"sitting" 14 "meantimeBodyaccelerationJerkmean-Y" 0.00443682723817957
"sitting" 14 "meantimeBodyaccelerationJerkmean-Z" -0.00253044692473994
"sitting" 14 "meantimeBodyaccelerationJerkstandarddev-X" -0.641964198633003
"sitting" 14 "meantimeBodyaccelerationJerkstandarddev-Y" -0.586459622773684
"sitting" 14 "meantimeBodyaccelerationJerkstandarddev-Z" -0.656855586102105
"sitting" 14 "meantimeBodyaccelerationmagnitudemean" -0.453262620331889
"sitting" 14 "meantimeBodyaccelerationmagnitudestandarddev" -0.474058613408978
"sitting" 14 "meantimeBodyaccelerationmean-X" 0.270184596009288
"sitting" 14 "meantimeBodyaccelerationmean-Y" -0.0162548178510526
"sitting" 14 "meantimeBodyaccelerationmean-Z" -0.100985935692074
"sitting" 14 "meantimeBodyaccelerationstandarddev-X" -0.611671118216099
"sitting" 14 "meantimeBodyaccelerationstandarddev-Y" -0.374730765205077
"sitting" 14 "meantimeBodyaccelerationstandarddev-Z" -0.29354271467452
"sitting" 14 "meantimeBodygyroscopeJerkmagnitudemean" -0.700520939854799
"sitting" 14 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.727023009383901
"sitting" 14 "meantimeBodygyroscopeJerkmean-X" -0.107556127062003
"sitting" 14 "meantimeBodygyroscopeJerkmean-Y" -0.0433200489340217
"sitting" 14 "meantimeBodygyroscopeJerkmean-Z" -0.0450693836894427
"sitting" 14 "meantimeBodygyroscopeJerkstandarddev-X" -0.7862917325387
"sitting" 14 "meantimeBodygyroscopeJerkstandarddev-Y" -0.6979155314613
"sitting" 14 "meantimeBodygyroscopeJerkstandarddev-Z" -0.638299064788854
"sitting" 14 "meantimeBodygyroscopemagnitudemean" -0.416459776709257
"sitting" 14 "meantimeBodygyroscopemagnitudestandarddev" -0.471486714606811
"sitting" 14 "meantimeBodygyroscopemean-X" 0.000253671358297214
"sitting" 14 "meantimeBodygyroscopemean-Y" -0.0954921154823529
"sitting" 14 "meantimeBodygyroscopemean-Z" 0.0606712446996904
"sitting" 14 "meantimeBodygyroscopestandarddev-X" -0.728661379340557
"sitting" 14 "meantimeBodygyroscopestandarddev-Y" -0.398959362766099
"sitting" 14 "meantimeBodygyroscopestandarddev-Z" -0.364478192502167
"sitting" 14 "meantimeGravityaccelerationmagnitudemean" -0.453262620331889
"sitting" 14 "meantimeGravityaccelerationmagnitudestandarddev" -0.474058613408978
"sitting" 14 "meantimeGravityaccelerationmean-X" 0.672081224882353
"sitting" 14 "meantimeGravityaccelerationmean-Y" -0.111701388781115
"sitting" 14 "meantimeGravityaccelerationmean-Z" -0.161179728291022
"sitting" 14 "meantimeGravityaccelerationstandarddev-X" -0.941245714736842
"sitting" 14 "meantimeGravityaccelerationstandarddev-Y" -0.942377305312693
"sitting" 14 "meantimeGravityaccelerationstandarddev-Z" -0.915927846160991
"sitting" 15 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.614817605125915
"sitting" 15 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.643101167069512
"sitting" 15 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.83680189402439
"sitting" 15 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.849634463841463
"sitting" 15 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.732394493841463
"sitting" 15 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.695346839682927
"sitting" 15 "meanfrequencyBodyaccelerationJerkmean-X" -0.643469519361585
"sitting" 15 "meanfrequencyBodyaccelerationJerkmean-Y" -0.609408057377744
"sitting" 15 "meanfrequencyBodyaccelerationJerkmean-Z" -0.805543465588415
"sitting" 15 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.637655155092835
"sitting" 15 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.605854882622652
"sitting" 15 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.845111060762195
"sitting" 15 "meanfrequencyBodyaccelerationmagnitudemean" -0.562948391223628
"sitting" 15 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.623655618198171
"sitting" 15 "meanfrequencyBodyaccelerationmean-X" -0.583772317445122
"sitting" 15 "meanfrequencyBodyaccelerationmean-Y" -0.507735205778384
"sitting" 15 "meanfrequencyBodyaccelerationmean-Z" -0.741745724698171
"sitting" 15 "meanfrequencyBodyaccelerationstandarddev-X" -0.547150855443902
"sitting" 15 "meanfrequencyBodyaccelerationstandarddev-Y" -0.501568435233384
"sitting" 15 "meanfrequencyBodyaccelerationstandarddev-Z" -0.711431340356707
"sitting" 15 "meanfrequencyBodygyroscopemean-X" -0.664354428856402
"sitting" 15 "meanfrequencyBodygyroscopemean-Y" -0.760711411006098
"sitting" 15 "meanfrequencyBodygyroscopemean-Z" -0.711194539920732
"sitting" 15 "meanfrequencyBodygyroscopestandarddev-X" -0.709336168176829
"sitting" 15 "meanfrequencyBodygyroscopestandarddev-Y" -0.684504735744512
"sitting" 15 "meanfrequencyBodygyroscopestandarddev-Z" -0.751696527195122
"sitting" 15 "meantimeBodyaccelerationJerkmagnitudemean" -0.654799694757531
"sitting" 15 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.625660376546646
"sitting" 15 "meantimeBodyaccelerationJerkmean-X" 0.0776897411304878
"sitting" 15 "meantimeBodyaccelerationJerkmean-Y" 0.00489392052706402
"sitting" 15 "meantimeBodyaccelerationJerkmean-Z" -0.00440993190077744
"sitting" 15 "meantimeBodyaccelerationJerkstandarddev-X" -0.624055782158537
"sitting" 15 "meantimeBodyaccelerationJerkstandarddev-Y" -0.594312678045091
"sitting" 15 "meantimeBodyaccelerationJerkstandarddev-Z" -0.825820881576219
"sitting" 15 "meantimeBodyaccelerationmagnitudemean" -0.527285352000488
"sitting" 15 "meantimeBodyaccelerationmagnitudestandarddev" -0.557147874176037
"sitting" 15 "meantimeBodyaccelerationmean-X" 0.27821340725
"sitting" 15 "meantimeBodyaccelerationmean-Y" -0.016464484771311
"sitting" 15 "meantimeBodyaccelerationmean-Z" -0.112563587594512
"sitting" 15 "meantimeBodyaccelerationstandarddev-X" -0.556541173089329
"sitting" 15 "meantimeBodyaccelerationstandarddev-Y" -0.481679537956006
"sitting" 15 "meantimeBodyaccelerationstandarddev-Z" -0.705706623868902
"sitting" 15 "meantimeBodygyroscopeJerkmagnitudemean" -0.805282669512195
"sitting" 15 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.837120078079268
"sitting" 15 "meantimeBodygyroscopeJerkmean-X" -0.0960910108539634
"sitting" 15 "meantimeBodygyroscopeJerkmean-Y" -0.0441270690182012
"sitting" 15 "meantimeBodygyroscopeJerkmean-Z" -0.0555645456881098
"sitting" 15 "meantimeBodygyroscopeJerkstandarddev-X" -0.731382711036585
"sitting" 15 "meantimeBodygyroscopeJerkstandarddev-Y" -0.853956592073171
"sitting" 15 "meantimeBodygyroscopeJerkstandarddev-Z" -0.795626198384146
"sitting" 15 "meantimeBodygyroscopemagnitudemean" -0.617721779796037
"sitting" 15 "meantimeBodygyroscopemagnitudestandarddev" -0.675336960047866
"sitting" 15 "meantimeBodygyroscopemean-X" -0.0281278780610671
"sitting" 15 "meantimeBodygyroscopemean-Y" -0.075878845519878
"sitting" 15 "meantimeBodygyroscopemean-Z" 0.0906658516
"sitting" 15 "meantimeBodygyroscopestandarddev-X" -0.696859473045732
"sitting" 15 "meantimeBodygyroscopestandarddev-Y" -0.708779069191463
"sitting" 15 "meantimeBodygyroscopestandarddev-Z" -0.721826987530488
"sitting" 15 "meantimeGravityaccelerationmagnitudemean" -0.527285352000488
"sitting" 15 "meantimeGravityaccelerationmagnitudestandarddev" -0.557147874176037
"sitting" 15 "meantimeGravityaccelerationmean-X" 0.688872511512195
"sitting" 15 "meantimeGravityaccelerationmean-Y" 0.102660491875
"sitting" 15 "meantimeGravityaccelerationmean-Z" 0.0372897701757012
"sitting" 15 "meantimeGravityaccelerationstandarddev-X" -0.968733398628049
"sitting" 15 "meantimeGravityaccelerationstandarddev-Y" -0.956369493993902
"sitting" 15 "meantimeGravityaccelerationstandarddev-Z" -0.947240058048781
"sitting" 16 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.713167613706148
"sitting" 16 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.729869398769672
"sitting" 16 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.87277228273224
"sitting" 16 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.886533212213115
"sitting" 16 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.81712881920765
"sitting" 16 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.802078223409836
"sitting" 16 "meanfrequencyBodyaccelerationJerkmean-X" -0.744662041612022
"sitting" 16 "meanfrequencyBodyaccelerationJerkmean-Y" -0.748627001551913
"sitting" 16 "meanfrequencyBodyaccelerationJerkmean-Z" -0.752302172079235
"sitting" 16 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.73477673661306
"sitting" 16 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.738434398105465
"sitting" 16 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.782089515344262
"sitting" 16 "meanfrequencyBodyaccelerationmagnitudemean" -0.666962508246721
"sitting" 16 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.712680990765301
"sitting" 16 "meanfrequencyBodyaccelerationmean-X" -0.700885147341803
"sitting" 16 "meanfrequencyBodyaccelerationmean-Y" -0.671572147098798
"sitting" 16 "meanfrequencyBodyaccelerationmean-Z" -0.660989948160437
"sitting" 16 "meanfrequencyBodyaccelerationstandarddev-X" -0.656969045058415
"sitting" 16 "meanfrequencyBodyaccelerationstandarddev-Y" -0.661844530506831
"sitting" 16 "meanfrequencyBodyaccelerationstandarddev-Z" -0.605646725307104
"sitting" 16 "meanfrequencyBodygyroscopemean-X" -0.789780147036612
"sitting" 16 "meanfrequencyBodygyroscopemean-Y" -0.815962130027322
"sitting" 16 "meanfrequencyBodygyroscopemean-Z" -0.756286641721311
"sitting" 16 "meanfrequencyBodygyroscopestandarddev-X" -0.804991831502732
"sitting" 16 "meanfrequencyBodygyroscopestandarddev-Y" -0.809421448142077
"sitting" 16 "meanfrequencyBodygyroscopestandarddev-Z" -0.756993640724044
"sitting" 16 "meantimeBodyaccelerationJerkmagnitudemean" -0.725246870486339
"sitting" 16 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.719647028238525
"sitting" 16 "meantimeBodyaccelerationJerkmean-X" 0.0775488885374317
"sitting" 16 "meantimeBodyaccelerationJerkmean-Y" 0.00884018328270219
"sitting" 16 "meantimeBodyaccelerationJerkmean-Z" -0.00143730005564208
"sitting" 16 "meantimeBodyaccelerationJerkstandarddev-X" -0.72786174352459
"sitting" 16 "meantimeBodyaccelerationJerkstandarddev-Y" -0.735080198043716
"sitting" 16 "meantimeBodyaccelerationJerkstandarddev-Z" -0.767873049380055
"sitting" 16 "meantimeBodyaccelerationmagnitudemean" -0.616131116889044
"sitting" 16 "meantimeBodyaccelerationmagnitudestandarddev" -0.661719690491803
"sitting" 16 "meantimeBodyaccelerationmean-X" 0.277887440374317
"sitting" 16 "meantimeBodyaccelerationmean-Y" -0.0158567888309016
"sitting" 16 "meantimeBodyaccelerationmean-Z" -0.107263924445355
"sitting" 16 "meantimeBodyaccelerationstandarddev-X" -0.668161498298634
"sitting" 16 "meantimeBodyaccelerationstandarddev-Y" -0.649947067892896
"sitting" 16 "meantimeBodyaccelerationstandarddev-Z" -0.603819902386066
"sitting" 16 "meantimeBodygyroscopeJerkmagnitudemean" -0.860446372459016
"sitting" 16 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.87480016568306
"sitting" 16 "meantimeBodygyroscopeJerkmean-X" -0.107361614801257
"sitting" 16 "meantimeBodygyroscopeJerkmean-Y" -0.0416615668939617
"sitting" 16 "meantimeBodygyroscopeJerkmean-Z" -0.0539470410873497
"sitting" 16 "meantimeBodygyroscopeJerkstandarddev-X" -0.858298719153005
"sitting" 16 "meantimeBodygyroscopeJerkstandarddev-Y" -0.86957312057377
"sitting" 16 "meantimeBodygyroscopeJerkstandarddev-Z" -0.837039926065574
"sitting" 16 "meantimeBodygyroscopemagnitudemean" -0.718168775628415
"sitting" 16 "meantimeBodygyroscopemagnitudestandarddev" -0.78482286579235
"sitting" 16 "meantimeBodygyroscopemean-X" -0.0122341446725137
"sitting" 16 "meantimeBodygyroscopemean-Y" -0.0724444803980874
"sitting" 16 "meantimeBodygyroscopemean-Z" 0.0730144651530055
"sitting" 16 "meantimeBodygyroscopestandarddev-X" -0.799534450491803
"sitting" 16 "meantimeBodygyroscopestandarddev-Y" -0.810124133715847
"sitting" 16 "meantimeBodygyroscopestandarddev-Z" -0.737629967961749
"sitting" 16 "meantimeGravityaccelerationmagnitudemean" -0.616131116889044
"sitting" 16 "meantimeGravityaccelerationmagnitudestandarddev" -0.661719690491803
"sitting" 16 "meantimeGravityaccelerationmean-X" 0.700906130308743
"sitting" 16 "meantimeGravityaccelerationmean-Y" -0.0605235993797814
"sitting" 16 "meantimeGravityaccelerationmean-Z" 0.0402075536234973
"sitting" 16 "meantimeGravityaccelerationstandarddev-X" -0.971156432131148
"sitting" 16 "meantimeGravityaccelerationstandarddev-Y" -0.964727519945355
"sitting" 16 "meantimeGravityaccelerationstandarddev-Z" -0.945294028639344
"sitting" 17 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.697575558993207
"sitting" 17 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.692595778979891
"sitting" 17 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.829124468315217
"sitting" 17 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.833701023152174
"sitting" 17 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.769498551467391
"sitting" 17 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.782232494673913
"sitting" 17 "meanfrequencyBodyaccelerationJerkmean-X" -0.716681622653533
"sitting" 17 "meanfrequencyBodyaccelerationJerkmean-Y" -0.694754837788043
"sitting" 17 "meanfrequencyBodyaccelerationJerkmean-Z" -0.802528785896739
"sitting" 17 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.67654494089212
"sitting" 17 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.663158393238587
"sitting" 17 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.822801747581522
"sitting" 17 "meanfrequencyBodyaccelerationmagnitudemean" -0.646189154826902
"sitting" 17 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.687536943227717
"sitting" 17 "meanfrequencyBodyaccelerationmean-X" -0.651780423718288
"sitting" 17 "meanfrequencyBodyaccelerationmean-Y" -0.601741376260245
"sitting" 17 "meanfrequencyBodyaccelerationmean-Z" -0.718947424896739
"sitting" 17 "meanfrequencyBodyaccelerationstandarddev-X" -0.59351017342337
"sitting" 17 "meanfrequencyBodyaccelerationstandarddev-Y" -0.576930056063587
"sitting" 17 "meanfrequencyBodyaccelerationstandarddev-Z" -0.656622932009511
"sitting" 17 "meanfrequencyBodygyroscopemean-X" -0.728710411180707
"sitting" 17 "meanfrequencyBodygyroscopemean-Y" -0.774745258994565
"sitting" 17 "meanfrequencyBodygyroscopemean-Z" -0.726857840652174
"sitting" 17 "meanfrequencyBodygyroscopestandarddev-X" -0.770057225710326
"sitting" 17 "meanfrequencyBodygyroscopestandarddev-Y" -0.761335243695652
"sitting" 17 "meanfrequencyBodygyroscopestandarddev-Z" -0.745101477910326
"sitting" 17 "meantimeBodyaccelerationJerkmagnitudemean" -0.696465197235054
"sitting" 17 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.693946394750815
"sitting" 17 "meantimeBodyaccelerationJerkmean-X" 0.0814060565059783
"sitting" 17 "meantimeBodyaccelerationJerkmean-Y" 0.00848949673339674
"sitting" 17 "meantimeBodyaccelerationJerkmean-Z" 0.00270288011005435
"sitting" 17 "meantimeBodyaccelerationJerkstandarddev-X" -0.682603096154891
"sitting" 17 "meantimeBodyaccelerationJerkstandarddev-Y" -0.668693821044565
"sitting" 17 "meantimeBodyaccelerationJerkstandarddev-Z" -0.813339560652174
"sitting" 17 "meantimeBodyaccelerationmagnitudemean" -0.568367244093859
"sitting" 17 "meantimeBodyaccelerationmagnitudestandarddev" -0.636074477703533
"sitting" 17 "meantimeBodyaccelerationmean-X" 0.274029548065217
"sitting" 17 "meantimeBodyaccelerationmean-Y" -0.0175416045074728
"sitting" 17 "meantimeBodyaccelerationmean-Z" -0.109199853130082
"sitting" 17 "meantimeBodyaccelerationstandarddev-X" -0.608455243870734
"sitting" 17 "meantimeBodyaccelerationstandarddev-Y" -0.567005319464348
